Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2026-06-08 14:11,2026-06-08 15:08,"Lat Pull-down ",85,8,"",,,,Back,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Lat Pull-down ",90,8,"",,,,Back,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Lat Pull-down ",100,8,"",,,,Back,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Lat Pull-down ",105,8,"",,,,Back,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Single Arm Dumbbell Row",40,8,"",,,,Back,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Single Arm Dumbbell Row",40,8,"",,,,Back,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Single Arm Dumbbell Row",40,8,"",,,,Back,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Single Arm Dumbbell Row",40,8,"",,,,Back,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Cable Face Pulls",50,15,"",,,,Shoulders,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Cable Face Pulls",60,15,"",,,,Shoulders,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Cable Face Pulls",70,15,"",,,,Shoulders,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Chest Supported Rows",30,10,"",,,,Back,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Chest Supported Rows",30,10,"",,,,Back,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Chest Supported Rows",30,10,"",,,,Back,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Hammer Curl",20,10,"",,,,Biceps,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Hammer Curl",20,10,"",,,,Biceps,"Pull ",
2026-06-08 14:11,2026-06-08 15:08,"Hammer Curl",20,10,"",,,,Biceps,"Pull ",
2026-06-04 14:33,2026-06-04 15:01,"Barbell Squats",55,5,"",,,,Legs,"Legs",
2026-06-04 14:33,2026-06-04 15:01,"Barbell Squats",55,5,"",,,,Legs,"Legs",
2026-06-04 14:33,2026-06-04 15:01,"Barbell Squats",55,5,"",,,,Legs,"Legs",
2026-06-04 14:33,2026-06-04 15:01,"Barbell Squats",55,5,"",,,,Legs,"Legs",
2026-06-04 14:33,2026-06-04 15:01,"Bulgarian Split Squats",0,8,"",,,,Legs,"Legs",
2026-06-04 14:33,2026-06-04 15:01,"Bulgarian Split Squats",0,8,"",,,,Legs,"Legs",
2026-06-04 14:33,2026-06-04 15:01,"Bulgarian Split Squats",0,8,"",,,,Legs,"Legs",
2026-06-03 14:46,2026-06-03 15:39,"Bench Press",40,6,"",,,,Chest,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Bench Press",40,6,"",,,,Chest,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Bench Press",40,6,"",,,,Chest,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Bench Press",40,6,"",,,,Chest,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Sitting OHP",45,8,"",,,,Shoulders,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Sitting OHP",45,7,"Half rep",,,,Shoulders,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Sitting OHP",45,7,"",,,,Shoulders,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Inclined DB Press",35,12,"",,,,Chest,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Inclined DB Press",35,10,"",,,,Chest,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Inclined DB Press",35,9,"",,,,Chest,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Tricep pushdown",22.5,12,"",,,,Triceps,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Tricep pushdown",22.5,12,"",,,,Triceps,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Tricep pushdown",22.5,15,"",,,,Triceps,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Dumbbell Lateral Raises",10,15,"Standing ",,,,Shoulders,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Dumbbell Lateral Raises",10,15,"",,,,Shoulders,"Push",
2026-06-03 14:46,2026-06-03 15:39,"Dumbbell Lateral Raises",10,15,"",,,,Shoulders,"Push",
2026-04-23 15:05,2026-04-23 16:02,"Bent-over Barbell Row",25,15,"",,,,Back,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Bent-over Barbell Row",25,15,"",,,,Back,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Bent-over Barbell Row",35,10,"",,,,Back,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Chest Supported Rows",25,12,"",,,,Back,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Chest Supported Rows",35,12,"",,,,Back,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Chest Supported Rows",35,12,"",,,,Back,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Lat Pull-down ",50,12,"",,,,Back,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Lat Pull-down ",70,12,"",,,,Back,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Lat Pull-down ",85,12,"",,,,Back,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Barbell Bicep Curl",45,15,"",,,,Biceps,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Barbell Bicep Curl",45,15,"",,,,Biceps,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Barbell Bicep Curl",45,15,"",,,,Biceps,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Machine rear deltoid",40,15,"",,,,Back,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Machine rear deltoid",55,15,"",,,,Back,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Machine rear deltoid",70,12,"",,,,Back,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Cable Hammer Curls",60,12,"",,,,Biceps,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Cable Hammer Curls",60,12,"",,,,Biceps,"Pull",
2026-04-23 15:05,2026-04-23 16:02,"Cable Hammer Curls",60,12,"",,,,Biceps,"Pull",
2026-04-22 15:14,2026-04-22 16:07,"Leg Curls",55,15,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Leg Curls",70,12,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Leg Curls",85,15,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Leg Curls",110,15,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Leg Extensions",50,15,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Leg Extensions",55,15,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Leg Extensions",65,15,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Barbell Squats",25,8,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Barbell Squats",35,8,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Barbell Squats",45,8,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Leg Press",70,12,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Leg Press",70,12,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Leg Press",90,12,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Leg Press Calf Press",45,12,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Leg Press Calf Press",45,12,"",,,,Legs,"Legs",
2026-04-22 15:14,2026-04-22 16:07,"Leg Press Calf Press",45,12,"",,,,Legs,"Legs",
2026-04-21 14:43,2026-04-21 15:34,"smith machine inclined bench press",25,15,"",,,,Chest,"Push",
2026-04-21 14:43,2026-04-21 15:34,"smith machine inclined bench press",35,15,"",,,,Chest,"Push",
2026-04-21 14:43,2026-04-21 15:34,"smith machine inclined bench press",35,15,"",,,,Chest,"Push",
2026-04-21 14:43,2026-04-21 15:34,"Machine Chest Press",45,8,"",,,,Chest,"Push",
2026-04-21 14:43,2026-04-21 15:34,"Machine Chest Press",45,8,"",,,,Chest,"Push",
2026-04-21 14:43,2026-04-21 15:34,"Machine Chest Press",35,12,"",,,,Chest,"Push",
2026-04-21 14:43,2026-04-21 15:34,"Tricep pushdown",22.5,15,"",,,,Triceps,"Push",
2026-04-21 14:43,2026-04-21 15:34,"Tricep pushdown",22.5,15,"",,,,Triceps,"Push",
2026-04-21 14:43,2026-04-21 15:34,"Tricep pushdown",27.5,10,"",,,,Triceps,"Push",
2026-04-21 14:43,2026-04-21 15:34,"Military Press",25,12,"",,,,Shoulders,"Push",
2026-04-21 14:43,2026-04-21 15:34,"Military Press",25,12,"",,,,Shoulders,"Push",
2026-04-21 14:43,2026-04-21 15:34,"Military Press",25,12,"",,,,Shoulders,"Push",
2026-04-21 14:43,2026-04-21 15:34,"Dumbbell Lateral Raises",20,15,"Sitting",,,,Shoulders,"Push",
2026-04-21 14:43,2026-04-21 15:34,"Dumbbell Lateral Raises",20,15,"",,,,Shoulders,"Push",
2026-04-21 14:43,2026-04-21 15:34,"Dumbbell Lateral Raises",20,15,"",,,,Shoulders,"Push",
2026-04-16 14:30,2026-04-16 15:20,"Machine Lat Pull downs",45,15,"",,,,Back,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Machine Lat Pull downs",90,15,"",,,,Back,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Machine Lat Pull downs",90,15,"",,,,Back,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Close Grip Cable Row",55,15,"Grip bar",,,,Back,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Close Grip Cable Row",60,15,"",,,,Back,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Close Grip Cable Row",70,15,"",,,,Back,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Hammer Curl",20,15,"",,,,Biceps,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Hammer Curl",20,15,"",,,,Biceps,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Hammer Curl",20,15,"",,,,Biceps,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Cable Face Pulls",50,15,"",,,,Shoulders,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Cable Face Pulls",60,15,"",,,,Shoulders,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Cable Face Pulls",70,15,"",,,,Shoulders,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Single Arm Preacher Curls",17.5,12,"Slow eccentric reps",,,,Biceps,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Single Arm Preacher Curls",17.5,12,"",,,,Biceps,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Single Arm Preacher Curls",17.5,12,"",,,,Biceps,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Assisted Pull Up",-140,6,"",,,,Back,"Pull",
2026-04-16 14:30,2026-04-16 15:20,"Assisted Pull Up",-140,6,"",,,,Back,"Pull",
2026-04-15 14:49,2026-04-15 15:35,"Bench Press",0,8,"",,,,Chest,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Bench Press",25,8,"",,,,Chest,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Bench Press",35,8,"",,,,Chest,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Bench Press",35,8,"",,,,Chest,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Shoulder Dumbbell Press",30,12,"",,,,Shoulders,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Shoulder Dumbbell Press",30,12,"",,,,Shoulders,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Shoulder Dumbbell Press",30,12,"",,,,Shoulders,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Skullcrusher",45,12,"",,,,Triceps,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Skullcrusher",45,12,"",,,,Triceps,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Skullcrusher",45,12,"",,,,Triceps,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Cable Flys",12.5,15,"",,,,Chest,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Cable Flys",12.5,15,"",,,,Chest,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Cable Flys",17.5,15,"",,,,Chest,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Cable Lateral Raises",10,15,"",,,,Shoulders,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Cable Lateral Raises",10,15,"",,,,Shoulders,"Chest shoulder tricep",
2026-04-15 14:49,2026-04-15 15:35,"Cable Lateral Raises",10,15,"",,,,Shoulders,"Chest shoulder tricep",
2026-04-14 14:34,2026-04-14 15:34,"Barbell Squats",25,8,"Hamstring hurts after one set",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Barbell Squats",25,8,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Barbell Squats",25,10,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Barbell Squats",25,10,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Straight Leg Deadlifts",25,10,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Straight Leg Deadlifts",35,10,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Straight Leg Deadlifts",35,10,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Leg Press",45,12,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Leg Press",70,12,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Leg Press",70,12,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Leg Extensions",50,15,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Leg Extensions",55,15,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Leg Extensions",55,15,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Leg Press Calf Press",45,12,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Leg Press Calf Press",45,12,"",,,,Legs,"Legs",
2026-04-14 14:34,2026-04-14 15:34,"Leg Press Calf Press",45,12,"",,,,Legs,"Legs",
2026-04-09 14:52,2026-04-09 15:31,"Assisted Pull Up",-100,8,"",,,,Back,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Assisted Pull Up",-100,8,"",,,,Back,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Chest Supported Rows",25,12,"",,,,Back,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Chest Supported Rows",25,12,"",,,,Back,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Chest Supported Rows",25,12,"",,,,Back,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Cable Face Pulls",32.5,15,"",,,,Shoulders,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Cable Face Pulls",42.5,15,"",,,,Shoulders,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Cable Face Pulls",50,2,"",,,,Shoulders,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Barbell Bicep Curl",45,15,"",,,,Biceps,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Barbell Bicep Curl",45,15,"",,,,Biceps,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Barbell Bicep Curl",45,10,"",,,,Biceps,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Cable Hammer Curls",20,12,"",,,,Biceps,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Cable Hammer Curls",28,12,"",,,,Biceps,"Pull",
2026-04-09 14:52,2026-04-09 15:31,"Cable Hammer Curls",20,12,"",,,,Biceps,"Pull",
2026-04-08 14:23,2026-04-08 14:55,"Incline Dumbbell Press",30,12,"",,,,Chest,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Incline Dumbbell Press",35,12,"",,,,Chest,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Incline Dumbbell Press",40,12,"",,,,Chest,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Overhead Dumbbell Press",30,12,"",,,,Shoulders,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Overhead Dumbbell Press",30,12,"",,,,Shoulders,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Overhead Dumbbell Press",30,10,"",,,,Shoulders,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Rope Pushdowns",40,12,"",,,,Triceps,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Rope Pushdowns",40,12,"",,,,Triceps,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Rope Pushdowns",40,12,"",,,,Triceps,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Cable Flys",12.5,15,"",,,,Chest,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Cable Flys",12.5,15,"",,,,Chest,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Cable Flys",12.5,15,"",,,,Chest,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Lateral Raises ",20,15,"",,,,Shoulders,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Lateral Raises ",20,,"",,,,Shoulders,"Chest shoulder tricep",
2026-04-08 14:23,2026-04-08 14:55,"Lateral Raises ",,,"",,,,Shoulders,"Chest shoulder tricep",
2025-11-24 08:33,2025-11-24 09:25,"Bench Press",25,12,"",,,,Chest,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Bench Press",30,12,"",,,,Chest,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Bench Press",30,12,"",,,,Chest,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Incline Dumbbell Press",30,12,"",,,,Chest,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Incline Dumbbell Press",30,12,"",,,,Chest,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Incline Dumbbell Press",30,12,"",,,,Chest,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Skullcrusher",40,12,"",,,,Triceps,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Skullcrusher",40,12,"",,,,Triceps,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Skullcrusher",50,12,"",,,,Triceps,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Pec Deck",70,12,"",,,,Chest,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Pec Deck",75,12,"",,,,Chest,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Pec Deck",85,12,"",,,,Chest,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Lateral Raises ",20,15,"",,,,Shoulders,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Lateral Raises ",20,15,"",,,,Shoulders,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Lateral Raises ",20,12,"",,,,Shoulders,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Tricep pushdown",22.5,12,"",,,,Triceps,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Tricep pushdown",32.5,12,"",,,,Triceps,"Chest shoulders Tricep",
2025-11-24 08:33,2025-11-24 09:25,"Tricep pushdown",37.5,12,"",,,,Triceps,"Chest shoulders Tricep",
2025-11-21 08:56,2025-11-21 09:41,"Lat Pull-down ",70,12,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Lat Pull-down ",85,12,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Lat Pull-down ",100,12,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Lat Pull-down ",100,12,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Cable Row",55,12,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Cable Row",55,12,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Cable Row",70,12,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Cable Row",85,12,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Rope Cable Lat Prayers",15,12,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Rope Cable Lat Prayers",30,12,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Rope Cable Lat Prayers",30,12,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Rope Cable Lat Prayers",30,12,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"DB Zottoman Curl",20,12,"",,,,Biceps,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"DB Zottoman Curl",20,12,"",,,,Biceps,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"DB Zottoman Curl",20,12,"",,,,Biceps,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"DB Zottoman Curl",20,12,"",,,,Biceps,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Cable reverse Fly",7.5,15,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Cable reverse Fly",7.5,15,"",,,,Back,"Back Bicep",
2025-11-21 08:56,2025-11-21 09:41,"Cable reverse Fly",12.5,12,"",,,,Back,"Back Bicep",
2025-11-16 16:04,2025-11-16 17:09,"Lying Leg Curls",55,10,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Lying Leg Curls",85,10,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Lying Leg Curls",85,10,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Lying Leg Curls",100,10,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Hip Adduction",55,12,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Hip Adduction",85,12,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Hip Adduction",100,12,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Hip Adduction",115,12,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Press",35,8,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Press",45,8,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Press",90,8,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Press",135,8,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Press",135,8,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Press Calf Press",45,12,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Press Calf Press",45,12,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Press Calf Press",45,12,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Press Calf Press",45,12,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Extensions",55,15,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Extensions",70,15,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Extensions",105,15,"",,,,Legs,"Legs ",
2025-11-16 16:04,2025-11-16 17:09,"Leg Extensions",105,15,"",,,,Legs,"Legs ",
2025-11-15 16:51,2025-11-15 18:50,"Machine Shoulder Press",25,12,"",,,,Shoulders,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Machine Shoulder Press",25,12,"",,,,Shoulders,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Machine Shoulder Press",45,12,"",,,,Shoulders,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Machine Shoulder Press",55,12,"",,,,Shoulders,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Machine Shoulder Press",55,10,"",,,,Shoulders,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Lateral Raises ",17.5,12,"",,,,Shoulders,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Lateral Raises ",17.5,12,"",,,,Shoulders,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Lateral Raises ",17.5,12,"",,,,Shoulders,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Decline Barbell Press",10,12,"",,,,Chest,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Decline Barbell Press",20,12,"",,,,Chest,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Decline Barbell Press",25,12,"",,,,Chest,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Inclined DB Flys",25,12,"",,,,Chest,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Inclined DB Flys",25,12,"",,,,Chest,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"Inclined DB Flys",25,12,"",,,,Chest,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"DB French Press",30,15,"",,,,Triceps,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"DB French Press",40,10,"",,,,Triceps,"Push #2",
2025-11-15 16:51,2025-11-15 18:50,"DB French Press",50,10,"",,,,Triceps,"Push #2",
2025-11-04 18:17,2025-11-04 19:26,"Rope Cable Lat Prayers",15,12,"",,,,Back,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Rope Cable Lat Prayers",35,12,"",,,,Back,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Rope Cable Lat Prayers",35,12,"",,,,Back,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Rope Cable Lat Prayers",35,10,"",,,,Back,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Cable Row",20,12,"",,,,Back,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Cable Row",35,12,"",,,,Back,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Cable Row",42.5,12,"",,,,Back,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Cable Row",42.5,12,"",,,,Back,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Inclined Curls",25,12,"",,,,Biceps,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Inclined Curls",25,12,"",,,,Biceps,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Inclined Curls",25,10,"",,,,Biceps,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Skullcrusher",40,12,"",,,,Triceps,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Skullcrusher",50,12,"",,,,Triceps,"Weak Point + Arms",
2025-11-04 18:17,2025-11-04 19:26,"Skullcrusher",50,10,"",,,,Triceps,"Weak Point + Arms",
